# Program:featureCounts v1.4.6-p3; Command:"featureCounts" "-t" "gene" "-g" "ID" "-s" "1" "-F" "GTF" "-T" "4" "-a" "genome/reference.gff" "-o" "data_comptage/counts.txt" "data_bam/SRR10379721.bam" "data_bam/SRR10379722.bam" "data_bam/SRR10379723.bam" "data_bam/SRR10379724.bam" "data_bam/SRR10379725.bam" "data_bam/SRR10379726.bam" 
Geneid	Chr	Start	End	Strand	Length	data_bam/SRR10379721.bam	data_bam/SRR10379722.bam	data_bam/SRR10379723.bam	data_bam/SRR10379724.bam	data_bam/SRR10379725.bam	data_bam/SRR10379726.bam
gene-SAOUHSC_02331	CP000253.1	2161547	2162236	-	690	179	123	107	148	188	11
gene-SAOUHSC_02332	CP000253.1	2162336	2162467	-	132	11	14	5	22	27	8
gene-SAOUHSC_02333	CP000253.1	2162622	2163317	-	696	221	141	152	79	51	18
gene-SAOUHSC_02334	CP000253.1	2163706	2164101	-	396	565	351	387	487	500	58
gene-SAOUHSC_02335	CP000253.1	2164232	2164735	+	504	525	365	334	1682	2460	253
gene-SAOUHSC_02336	CP000253.1	2164794	2165234	-	441	5945	6226	4507	9624	12660	2961
gene-SAOUHSC_02337	CP000253.1	2165268	2166533	-	1266	16585	18167	13432	27373	33484	8554
gene-SAOUHSC_02338	CP000253.1	2166644	2166877	-	234	1263	1465	1170	2603	2976	71
gene-SAOUHSC_02339	CP000253.1	2167009	2167101	-	93	16	22	9	20	29	5
gene-SAOUHSC_02340	CP000253.1	2167439	2167843	-	405	11192	9104	7787	19212	27741	7995
gene-SAOUHSC_02341	CP000253.1	2167863	2169275	-	1413	29997	25044	20603	51394	66279	33126
gene-SAOUHSC_02343	CP000253.1	2169297	2170094	-	798	16553	14283	12393	31215	47389	7730
gene-SAOUHSC_02345	CP000253.1	2170194	2171702	-	1509	23215	22104	16164	44842	53918	17976
gene-SAOUHSC_02346	CP000253.1	2171724	2172263	-	540	7839	6952	5920	14934	22772	2898
gene-SAOUHSC_02347	CP000253.1	2172263	2172784	-	522	9146	8655	6346	18011	19834	7894
gene-SAOUHSC_02349	CP000253.1	2172982	2173194	-	213	6028	6121	4141	12574	20872	6801
gene-SAOUHSC_02350	CP000253.1	2173237	2173965	-	729	11338	10677	7812	25644	30548	6479
gene-SAOUHSC_02351	CP000253.1	2173986	2174438	-	453	6283	4987	4439	13920	18568	993
gene-SAOUHSC_02352	CP000253.1	2174506	2175633	-	1128	16179	13325	10286	31069	33844	9950
gene-SAOUHSC_02353	CP000253.1	2175657	2176286	-	630	7632	6277	4715	15667	13897	3456
gene-SAOUHSC_02354	CP000253.1	2176314	2177552	-	1239	19690	16995	12644	42834	45704	18920
gene-SAOUHSC_02355	CP000253.1	2177579	2178103	-	525	6509	5617	4221	15565	22051	13538
gene-SAOUHSC_02356	CP000253.1	2178210	2178629	-	420	781	615	729	606	880	74
gene-SAOUHSC_02357	CP000253.1	2178626	2179723	-	1098	1152	923	908	1283	1494	204
gene-SAOUHSC_02358	CP000253.1	2179756	2180508	-	753	7147	6230	6422	6168	5519	1080
gene-SAOUHSC_02359	CP000253.1	2180579	2181655	-	1077	7427	6337	6834	5477	5495	1347
gene-SAOUHSC_02360	CP000253.1	2181656	2182255	-	600	3778	3273	3432	2400	2241	236
gene-SAOUHSC_02361	CP000253.1	2182602	2182856	-	255	54752	40269	41911	18055	11333	2612
gene-SAOUHSC_02362	CP000253.1	2182974	2184290	-	1317	18137	17381	17700	21007	23224	3425
gene-SAOUHSC_02363	CP000253.1	2184537	2185964	-	1428	15796	15023	11725	30803	37693	14130
gene-SAOUHSC_02364	CP000253.1	2186202	2186537	-	336	45415	35993	41354	6582	8077	731
gene-SAOUHSC_02365	CP000253.1	2186626	2187885	-	1260	43576	39807	41322	12281	16543	2174
gene-SAOUHSC_02366	CP000253.1	2188351	2189211	-	861	31686	23985	25770	29181	22074	5885
gene-SAOUHSC_02367	CP000253.1	2189429	2189950	+	522	784	552	514	1342	1249	84
gene-SAOUHSC_02368	CP000253.1	2190059	2191669	-	1611	6502	6319	5531	10513	12896	2886
gene-SAOUHSC_02369	CP000253.1	2192005	2192535	-	531	12682	9160	10235	8190	10141	939
gene-SAOUHSC_02370	CP000253.1	2192647	2193507	-	861	1244	1096	859	1887	1254	216
gene-SAOUHSC_A02254	CP000253.1	2193721	2193879	-	159	30	29	44	44	57	4
gene-SAOUHSC_02371	CP000253.1	2193931	2194734	+	804	2049	2089	1708	2000	2254	552
gene-SAOUHSC_02372	CP000253.1	2194864	2195535	-	672	6398	5381	5560	4655	4974	547
gene-SAOUHSC_02373	CP000253.1	2195934	2197127	-	1194	2862	2811	2253	2871	3916	486
gene-SAOUHSC_02374	CP000253.1	2197127	2198311	-	1185	1772	2187	1495	2726	3803	782
gene-SAOUHSC_02375	CP000253.1	2198622	2199092	+	471	1407	1182	847	3393	4700	922
gene-SAOUHSC_02376	CP000253.1	2199244	2199594	-	351	29210	20851	20637	3698	3463	392
gene-SAOUHSC_02377	CP000253.1	2199608	2200909	-	1302	74951	62761	60525	10176	15289	2924
gene-SAOUHSC_02378	CP000253.1	2200893	2201021	+	129	16	12	15	1	0	0
gene-SAOUHSC_02379	CP000253.1	2201188	2201850	-	663	18665	15771	12876	4823	6130	2519
gene-SAOUHSC_02380	CP000253.1	2202165	2202875	+	711	1273	1136	613	6581	6397	931
gene-SAOUHSC_02381	CP000253.1	2202996	2203439	-	444	503078	360179	359933	12978	10782	1538
gene-SAOUHSC_02382	CP000253.1	2203639	2204052	-	414	602	572	358	1809	3349	255
gene-SAOUHSC_02383	CP000253.1	2204510	2205883	-	1374	5136	4071	3735	6626	8805	536
gene-SAOUHSC_02384	CP000253.1	2206555	2206785	-	231	771	656	554	987	1351	160
gene-SAOUHSC_02385	CP000253.1	2206816	2207673	-	858	1650	1455	1200	3938	6407	740
gene-SAOUHSC_02386	CP000253.1	2207609	2207833	-	225	237	223	212	648	1069	33
gene-SAOUHSC_02387	CP000253.1	2208190	2208855	-	666	895	1011	700	5184	8204	2680
gene-SAOUHSC_02388	CP000253.1	2209007	2209327	+	321	2222	2673	2027	303	397	23
gene-SAOUHSC_02389	CP000253.1	2209329	2210309	+	981	9061	9647	8204	1544	1773	153
gene-SAOUHSC_02390	CP000253.1	2210575	2211666	+	1092	6102	4975	4500	14412	20635	1015
gene-SAOUHSC_02391	CP000253.1	2212109	2212213	-	105	4632	3697	1977	12620	6267	4030
gene-SAOUHSC_02392	CP000253.1	2212638	2212841	-	204	174	115	149	317	665	40
gene-SAOUHSC_02393	CP000253.1	2212900	2214036	-	1137	293	197	220	1115	1723	130
gene-SAOUHSC_02394	CP000253.1	2214325	2214417	+	93	2	1	6	1	0	0
gene-SAOUHSC_A02273	CP000253.1	2214493	2214651	+	159	4	5	4	0	1	0
gene-SAOUHSC_02396	CP000253.1	2215122	2215979	-	858	2643	2091	1604	3746	4933	786
gene-SAOUHSC_02397	CP000253.1	2216047	2216829	-	783	1014	902	787	1646	2765	602
gene-SAOUHSC_02399	CP000253.1	2217061	2218866	-	1806	17603	12253	11494	9359	9942	1279
gene-SAOUHSC_02400	CP000253.1	2219547	2221085	+	1539	2056	2528	1619	5155	2223	521
gene-SAOUHSC_02401	CP000253.1	2221120	2223252	+	2133	2208	3191	1714	6566	8161	1474
gene-SAOUHSC_02402	CP000253.1	2223264	2223698	+	435	725	967	533	2799	3157	1844
gene-SAOUHSC_02403	CP000253.1	2223698	2224804	+	1107	1812	2331	1215	6524	6984	1194
gene-SAOUHSC_02404	CP000253.1	2225123	2232559	-	7437	5699	3842	3953	1569	1638	265
gene-SAOUHSC_02405	CP000253.1	2232836	2234191	-	1356	12154	8760	9802	7922	8985	1633
gene-SAOUHSC_02406	CP000253.1	2234218	2235150	-	933	4534	3464	3785	3005	2722	224
gene-SAOUHSC_02407	CP000253.1	2235152	2235961	-	810	3845	3094	3031	3224	3369	245
gene-SAOUHSC_02409	CP000253.1	2236150	2237058	-	909	2017	2154	1009	6500	11451	1547
gene-SAOUHSC_02410	CP000253.1	2237284	2238486	+	1203	555	372	340	716	591	26
gene-SAOUHSC_02411	CP000253.1	2238622	2238726	+	105	40	42	20	23	44	12
gene-SAOUHSC_T00037	CP000253.1	2238714	2238789	-	76	10	11	4	1	1	2
gene-SAOUHSC_02412	CP000253.1	2238752	2238868	-	117	0	0	0	0	0	0
gene-SAOUHSC_T00017	CP000253.1	2238793	2238867	-	75	0	0	0	0	0	0
gene-SAOUHSC_T00058	CP000253.1	2238877	2238960	-	84	363	276	246	123	53	80
gene-SAOUHSC_T00061	CP000253.1	2238990	2239065	-	76	404	598	401	82	68	28
gene-SAOUHSC_T00020	CP000253.1	2239073	2239144	-	72	35	19	16	20	2	27
gene-SAOUHSC_T00010	CP000253.1	2239146	2239220	-	75	126	95	107	80	24	51
gene-SAOUHSC_R00015	CP000253.1	2239231	2239345	-	115	2	2	0	2	2	6
gene-SAOUHSC_R00010	CP000253.1	2239418	2242340	-	2923	1727	1826	733	1322	1029	2329
gene-SAOUHSC_T00029	CP000253.1	2242631	2242707	-	77	3223	787	1497	532	578	429
gene-SAOUHSC_R0005	CP000253.1	2242800	2244356	-	1557	310	167	53	356	215	798
gene-SAOUHSC_02416	CP000253.1	2244539	2244724	-	186	22	3	18	7	4	1
gene-SAOUHSC_02417	CP000253.1	2244932	2245819	-	888	7287	5460	6532	5191	5920	1363
gene-SAOUHSC_02418	CP000253.1	2246027	2247469	-	1443	6315	4866	5917	4383	5628	705
gene-SAOUHSC_02419	CP000253.1	2247791	2248264	-	474	1129	677	1207	1213	1500	49
gene-SAOUHSC_02420	CP000253.1	2248363	2249706	-	1344	4182	3015	4158	1641	1627	210
gene-SAOUHSC_02422	CP000253.1	2249883	2250566	-	684	5688	4708	4663	3868	3408	387
gene-SAOUHSC_02423	CP000253.1	2250585	2251772	-	1188	16151	14206	14411	10327	9726	2001
gene-SAOUHSC_02424	CP000253.1	2251816	2252331	-	516	5455	4603	4386	3923	3916	195
gene-SAOUHSC_02425	CP000253.1	2252508	2252768	+	261	13768	15171	7973	20772	23114	1974
gene-SAOUHSC_02426	CP000253.1	2252900	2254093	-	1194	15673	8477	17776	667	1530	367
gene-SAOUHSC_02427	CP000253.1	2254506	2255474	-	969	3724	2432	2836	1003	1345	175
gene-SAOUHSC_02428	CP000253.1	2255471	2256502	-	1032	2694	1962	2044	813	1233	156
gene-SAOUHSC_02430	CP000253.1	2256514	2257497	-	984	12390	7110	9968	3156	4222	202
gene-SAOUHSC_02432	CP000253.1	2257663	2257788	+	126	13	14	13	4	3	0
gene-SAOUHSC_02433	CP000253.1	2257889	2258959	-	1071	1375	1043	945	2001	1807	212
gene-SAOUHSC_02434	CP000253.1	2258966	2260723	-	1758	2995	2658	2187	4749	5240	1871
gene-SAOUHSC_02435	CP000253.1	2260710	2261903	-	1194	590	366	351	301	498	35
gene-SAOUHSC_02436	CP000253.1	2262005	2263981	+	1977	4523	3171	4386	2091	2694	243
gene-SAOUHSC_02437	CP000253.1	2264437	2265237	+	801	113	70	81	25	26	1
gene-SAOUHSC_02438	CP000253.1	2265255	2265554	+	300	69	51	43	20	24	6
gene-SAOUHSC_02440	CP000253.1	2265717	2266061	+	345	45	20	29	11	7	1
gene-SAOUHSC_02441	CP000253.1	2266097	2266606	-	510	98800	100679	62008	379763	522715	81021
gene-SAOUHSC_02442	CP000253.1	2266669	2266908	-	240	14530	15523	10396	70579	86275	70811
gene-SAOUHSC_02443	CP000253.1	2266921	2267457	-	537	37526	46261	24950	171603	244816	33927
gene-SAOUHSC_02444	CP000253.1	2267632	2269194	-	1563	8367	11008	6486	45508	51592	12634
gene-SAOUHSC_02445	CP000253.1	2269501	2270502	-	1002	1821	1281	1196	1528	1781	653
gene-SAOUHSC_02447	CP000253.1	2270736	2271737	-	1002	6111	4638	2784	5677	5844	1637
gene-SAOUHSC_02448	CP000253.1	2272020	2272904	-	885	1292	1082	733	2143	2863	318
gene-SAOUHSC_02449	CP000253.1	2273155	2274567	-	1413	2881	2191	1591	477	471	144
gene-SAOUHSC_02450	CP000253.1	2274585	2276297	-	1713	1363	1391	753	204	165	66
gene-SAOUHSC_02451	CP000253.1	2276303	2276614	-	312	277	299	146	14	34	11
gene-SAOUHSC_02452	CP000253.1	2276636	2277616	-	981	641	725	326	40	36	8
gene-SAOUHSC_02453	CP000253.1	2277620	2278552	-	933	648	738	327	37	40	13
gene-SAOUHSC_02454	CP000253.1	2278565	2279080	-	516	314	384	186	23	16	0
gene-SAOUHSC_02455	CP000253.1	2279096	2279524	-	429	317	331	192	14	10	4
gene-SAOUHSC_02456	CP000253.1	2279892	2280683	-	792	1606	1074	956	2281	2853	298
gene-SAOUHSC_02457	CP000253.1	2280889	2281629	+	741	1733	1205	1013	1218	1290	309
gene-SAOUHSC_A02331	CP000253.1	2281666	2281827	+	162	15	8	7	6	7	0
gene-SAOUHSC_02458	CP000253.1	2281920	2282528	-	609	112	74	96	202	374	35
gene-SAOUHSC_02459	CP000253.1	2282790	2282915	-	126	31	10	31	85	196	4
gene-SAOUHSC_02460	CP000253.1	2283135	2283983	-	849	2026	1392	1153	2941	3800	459
gene-SAOUHSC_02461	CP000253.1	2284053	2284469	-	417	428	261	227	918	1084	47
gene-SAOUHSC_02462	CP000253.1	2284713	2284880	+	168	16	8	16	10	28	0
gene-SAOUHSC_02463	CP000253.1	2284877	2287300	+	2424	1388	921	978	809	1154	156
gene-SAOUHSC_02464	CP000253.1	2287360	2288214	-	855	1106	872	762	1057	1618	265
gene-SAOUHSC_02465	CP000253.1	2288425	2289240	-	816	564	494	339	882	967	99
gene-SAOUHSC_02466	CP000253.1	2289534	2289959	+	426	5948	5913	2897	7720	6516	3000
gene-SAOUHSC_02467	CP000253.1	2290323	2291027	-	705	1097	699	740	688	459	69
gene-SAOUHSC_02468	CP000253.1	2291064	2292728	-	1665	1754	1193	1239	1113	1046	275
gene-SAOUHSC_02469	CP000253.1	2292961	2293200	+	240	61	27	23	23	38	5
gene-SAOUHSC_02470	CP000253.1	2293182	2293364	-	183	123	107	78	586	903	133
gene-SAOUHSC_02471	CP000253.1	2293918	2295324	-	1407	1919	1458	1921	1350	2537	317
gene-SAOUHSC_02472	CP000253.1	2295453	2296589	-	1137	1831	1415	1606	2037	2479	239
gene-SAOUHSC_02473	CP000253.1	2296590	2296682	-	93	0	0	0	0	0	0
gene-SAOUHSC_02474	CP000253.1	2296639	2297334	-	696	2184	1693	1574	2053	3570	713
gene-SAOUHSC_02475	CP000253.1	2297395	2297688	-	294	346	324	364	458	1041	50
gene-SAOUHSC_02476	CP000253.1	2297685	2298782	-	1098	227	155	173	401	638	75
gene-SAOUHSC_A02350	CP000253.1	2298943	2299110	+	168	7	3	5	0	0	0
gene-SAOUHSC_02477	CP000253.1	2299327	2299725	-	399	52751	48172	38560	32225	27692	15495
gene-SAOUHSC_02478	CP000253.1	2299739	2300176	-	438	40739	44444	35546	20851	24531	2943
gene-SAOUHSC_02480	CP000253.1	2300416	2301219	-	804	2940	2748	2192	3141	3795	499
gene-SAOUHSC_02481	CP000253.1	2301224	2302030	-	807	1690	1534	1238	2088	2605	503
gene-SAOUHSC_02482	CP000253.1	2302020	2302880	-	861	2399	2247	1796	3600	4403	561
gene-SAOUHSC_02483	CP000253.1	2302877	2303686	-	810	1477	1433	964	3031	3962	959
gene-SAOUHSC_02484	CP000253.1	2304224	2304592	-	369	34583	28640	26179	19187	16526	5709
gene-SAOUHSC_02485	CP000253.1	2304609	2305553	-	945	115191	99148	95477	68174	78755	23722
gene-SAOUHSC_02486	CP000253.1	2305628	2306017	-	390	35739	32740	25603	22619	18519	8648
gene-SAOUHSC_02487	CP000253.1	2306041	2306406	-	366	36192	32566	28430	22787	38318	11238
gene-SAOUHSC_02488	CP000253.1	2306429	2306542	-	114	16068	14237	17075	10306	31114	3137
gene-SAOUHSC_02489	CP000253.1	2306574	2306792	-	219	22149	19013	16552	13361	15837	1797
gene-SAOUHSC_02490	CP000253.1	2306985	2307632	-	648	77689	69068	63407	52555	59628	20267
gene-SAOUHSC_02491	CP000253.1	2307649	2308941	-	1293	121006	105013	91603	87595	123009	23096
gene-SAOUHSC_02492	CP000253.1	2308941	2309381	-	441	37310	32811	26048	29261	26967	24020
gene-SAOUHSC_02493	CP000253.1	2309398	2309577	-	180	23807	20612	20661	15459	31134	3079
gene-SAOUHSC_02494	CP000253.1	2309594	2310094	-	501	56690	50050	42446	39220	52532	31911
gene-SAOUHSC_02495	CP000253.1	2310115	2310474	-	360	42116	36042	34932	28412	57420	7137
gene-SAOUHSC_02496	CP000253.1	2310505	2311041	-	537	45165	39750	32089	29759	28512	5494
gene-SAOUHSC_02498	CP000253.1	2311066	2311464	-	399	44654	33244	35088	27249	46792	6922
gene-SAOUHSC_02499	CP000253.1	2311496	2311666	-	171	23785	18206	17972	13788	24172	2455
gene-SAOUHSC_02500	CP000253.1	2311704	2312243	-	540	55424	44804	40531	32359	52293	10693
gene-SAOUHSC_02501	CP000253.1	2312270	2312587	-	318	43716	37358	35873	25173	47210	9939
gene-SAOUHSC_02502	CP000253.1	2312623	2312991	-	369	48220	38790	33049	25775	33653	12145
gene-SAOUHSC_02503	CP000253.1	2313023	2313286	-	264	30619	26239	24245	18374	28735	2287
gene-SAOUHSC_02504	CP000253.1	2313310	2313519	-	210	16996	13435	13500	9437	15651	1728
gene-SAOUHSC_02505	CP000253.1	2313509	2313943	-	435	46431	40334	31859	25502	32839	15560
gene-SAOUHSC_02506	CP000253.1	2313946	2314599	-	654	70651	60303	50534	38750	51502	16623
gene-SAOUHSC_02507	CP000253.1	2314623	2314976	-	354	28818	25884	21325	16390	35966	9921
gene-SAOUHSC_02508	CP000253.1	2315005	2315283	-	279	44322	36795	32089	23780	42381	9670
gene-SAOUHSC_02509	CP000253.1	2315350	2316183	-	834	106641	90578	77612	77029	98079	70366
gene-SAOUHSC_02510	CP000253.1	2316216	2316491	-	276	21280	17254	15329	14524	22071	4431
gene-SAOUHSC_02511	CP000253.1	2316491	2317114	-	624	50435	44289	37083	32904	43176	22394
gene-SAOUHSC_02512	CP000253.1	2317141	2317803	-	663	60799	51182	46507	37900	53777	24903
gene-SAOUHSC_02515	CP000253.1	2318496	2318885	+	390	676	400	431	1109	2405	61
gene-SAOUHSC_02516	CP000253.1	2319077	2320255	-	1179	40871	23916	44824	7241	6619	1160
gene-SAOUHSC_02517	CP000253.1	2320524	2322659	-	2136	6853	4896	6847	4474	5973	1424
gene-SAOUHSC_02518	CP000253.1	2322685	2322780	-	96	18	3	37	7	20	3
gene-SAOUHSC_02519	CP000253.1	2322846	2323733	+	888	1298	846	1116	1786	2797	175
gene-SAOUHSC_02520	CP000253.1	2323914	2324777	+	864	3379	2618	2383	4541	6866	1842
gene-SAOUHSC_02521	CP000253.1	2324894	2325025	-	132	7	8	14	5	8	0
gene-SAOUHSC_02522	CP000253.1	2325196	2326086	-	891	1652	992	1407	1021	1408	76
gene-SAOUHSC_02523	CP000253.1	2326237	2326401	+	165	225	167	145	377	278	13
gene-SAOUHSC_02524	CP000253.1	2326646	2326963	+	318	2891	1717	2686	1793	2230	239
gene-SAOUHSC_02525	CP000253.1	2327150	2330317	-	3168	9927	7756	7942	10369	15041	3047
gene-SAOUHSC_02527	CP000253.1	2330434	2331699	-	1266	6798	4822	5421	6635	8563	1845
gene-SAOUHSC_02528	CP000253.1	2332088	2332339	+	252	85	32	63	369	516	21
gene-SAOUHSC_02529	CP000253.1	2332331	2333095	-	765	906	719	806	1588	2502	373
gene-SAOUHSC_02530	CP000253.1	2333257	2333697	+	441	1703	1027	2277	136	178	3
gene-SAOUHSC_02531	CP000253.1	2333690	2334901	+	1212	5764	3032	6817	331	337	29
gene-SAOUHSC_02532	CP000253.1	2335005	2335355	-	351	6632	3602	7083	653	751	37
gene-SAOUHSC_02533	CP000253.1	2335481	2335651	+	171	19	5	9	2	0	0
gene-SAOUHSC_02534	CP000253.1	2335708	2335851	-	144	204	140	138	130	128	147
gene-SAOUHSC_02535	CP000253.1	2335823	2335942	-	120	54	36	33	42	39	1
gene-SAOUHSC_02536	CP000253.1	2336046	2337068	-	1023	4669	3258	2838	4546	5630	1178
gene-SAOUHSC_02537	CP000253.1	2337088	2337687	-	600	1296	1014	774	1638	1561	553
gene-SAOUHSC_02538	CP000253.1	2337694	2337927	-	234	397	324	201	346	255	149
gene-SAOUHSC_02540	CP000253.1	2337933	2338379	-	447	1121	868	897	1040	2018	190
gene-SAOUHSC_02541	CP000253.1	2338393	2338878	-	486	1100	807	862	852	1606	205
gene-SAOUHSC_02542	CP000253.1	2338875	2340134	-	1260	2436	1768	1771	1711	2352	824
gene-SAOUHSC_02543	CP000253.1	2340197	2340691	+	495	2365	1941	1870	2599	3262	396
gene-SAOUHSC_02544	CP000253.1	2340693	2341199	-	507	1022	755	663	762	922	303
gene-SAOUHSC_02545	CP000253.1	2341230	2342234	-	1005	1490	1113	897	1516	1914	363
gene-SAOUHSC_02546	CP000253.1	2342404	2343009	-	606	1790	1212	1306	1156	1409	445
gene-SAOUHSC_02547	CP000253.1	2343010	2343681	-	672	1750	1134	1182	1571	1795	185
gene-SAOUHSC_02549	CP000253.1	2343695	2344477	-	783	1240	862	846	1545	2346	228
gene-SAOUHSC_02550	CP000253.1	2344767	2345564	+	798	3075	2065	1605	2511	1324	144
gene-SAOUHSC_02551	CP000253.1	2345736	2346506	-	771	2003	1432	1294	840	795	120
gene-SAOUHSC_02552	CP000253.1	2346578	2347132	-	555	591	498	474	402	549	94
gene-SAOUHSC_02553	CP000253.1	2347253	2348194	-	942	480	421	339	468	781	101
gene-SAOUHSC_02554	CP000253.1	2348593	2349501	-	909	7307	6047	5427	5604	9762	1293
gene-SAOUHSC_02555	CP000253.1	2349715	2349891	-	177	554	363	359	242	371	114
gene-SAOUHSC_02556	CP000253.1	2350014	2350880	-	867	608	463	496	428	869	272
gene-SAOUHSC_02557	CP000253.1	2351097	2351987	-	891	1741	897	1313	243	217	31
gene-SAOUHSC_02558	CP000253.1	2352262	2352564	+	303	209	102	127	11	13	7
gene-SAOUHSC_02559	CP000253.1	2352578	2352988	+	411	472	306	377	29	27	7
gene-SAOUHSC_02561	CP000253.1	2352985	2354700	+	1716	2858	1797	1737	399	343	174
gene-SAOUHSC_02562	CP000253.1	2354713	2355165	+	453	1021	580	645	193	202	34
gene-SAOUHSC_02563	CP000253.1	2355158	2355847	+	690	1342	711	938	236	297	30
gene-SAOUHSC_02564	CP000253.1	2355860	2356474	+	615	1914	1165	1327	396	472	48
gene-SAOUHSC_02565	CP000253.1	2356474	2357310	+	837	3194	1685	2272	560	581	50
gene-SAOUHSC_02566	CP000253.1	2357499	2357846	-	348	34598	15525	30950	16897	18241	2459
gene-SAOUHSC_02567	CP000253.1	2358144	2358323	+	180	1	0	0	1	0	0
gene-SAOUHSC_02568	CP000253.1	2358274	2358600	-	327	3358	2195	2817	3054	5245	601
gene-SAOUHSC_02569	CP000253.1	2358664	2359407	-	744	1451	943	1489	2368	3709	682
gene-SAOUHSC_02570	CP000253.1	2359433	2361388	-	1956	2649	1986	2118	7362	9608	1208
gene-SAOUHSC_02571	CP000253.1	2361998	2362801	+	804	15212	18054	20099	2554	1874	608
gene-SAOUHSC_02572	CP000253.1	2362818	2363060	-	243	20305	16637	13708	49365	64256	9457
gene-SAOUHSC_02573	CP000253.1	2363234	2364634	-	1401	1993	1888	1476	12766	19835	6312
gene-SAOUHSC_02574	CP000253.1	2364729	2365811	-	1083	1970	1595	1461	12120	14679	2972
gene-SAOUHSC_02575	CP000253.1	2366059	2366481	+	423	324	231	228	1409	1166	86
gene-SAOUHSC_02576	CP000253.1	2366718	2367218	+	501	1016	1113	1175	1214	1429	348
gene-SAOUHSC_A02445	CP000253.1	2367266	2367523	+	258	27	21	23	29	13	5
gene-SAOUHSC_02577	CP000253.1	2367580	2368533	+	954	5672	4413	3470	10369	14780	3208
gene-SAOUHSC_02579	CP000253.1	2368625	2369749	-	1125	4038	3006	3579	2571	2896	626
gene-SAOUHSC_02580	CP000253.1	2370060	2370698	-	639	3907	2989	3175	4601	5598	977
gene-SAOUHSC_A02450	CP000253.1	2370858	2371091	-	234	127	61	150	372	622	12
gene-SAOUHSC_02581	CP000253.1	2371319	2371792	-	474	9189	6959	6472	13054	16281	2704
gene-SAOUHSC_02582	CP000253.1	2371792	2374746	-	2955	40765	35852	29546	64268	74696	19604
gene-SAOUHSC_02583	CP000253.1	2375348	2376271	-	924	13924	11476	12005	6094	9110	2553
gene-SAOUHSC_02584	CP000253.1	2376428	2377225	-	798	1988	2674	1280	2529	3259	391
gene-SAOUHSC_02585	CP000253.1	2377610	2378302	+	693	3881	3010	2937	3372	6049	429
gene-SAOUHSC_02586	CP000253.1	2378658	2378972	+	315	246	160	201	77	127	15
gene-SAOUHSC_02587	CP000253.1	2378949	2379686	-	738	470	245	265	1177	1355	88
gene-SAOUHSC_02588	CP000253.1	2379510	2380064	+	555	50	23	19	32	36	7
gene-SAOUHSC_02589	CP000253.1	2380509	2381381	+	873	14712	10732	10880	7761	8644	659
gene-SAOUHSC_02590	CP000253.1	2381768	2383147	-	1380	7999	7515	7256	15729	19925	4763
gene-SAOUHSC_02591	CP000253.1	2383427	2383783	+	357	668	382	426	1183	1761	54
gene-SAOUHSC_02592	CP000253.1	2383780	2383965	+	186	538	410	352	950	1370	206
gene-SAOUHSC_02593	CP000253.1	2384061	2384252	-	192	255	236	167	867	1131	62
gene-SAOUHSC_02594	CP000253.1	2384263	2384898	-	636	700	545	435	2458	5059	482
gene-SAOUHSC_02595	CP000253.1	2384973	2385890	-	918	230	147	150	2732	4714	230
gene-SAOUHSC_02596	CP000253.1	2386157	2386687	+	531	240	193	204	419	505	19
gene-SAOUHSC_02597	CP000253.1	2386753	2388357	-	1605	1959	1647	1178	3456	4465	714
gene-SAOUHSC_02599	CP000253.1	2388687	2389451	+	765	253	165	160	722	781	52
gene-SAOUHSC_02600	CP000253.1	2389509	2390015	-	507	2031	1534	1299	3295	6020	1070
gene-SAOUHSC_02601	CP000253.1	2390182	2391393	-	1212	906	733	669	2758	3613	1120
gene-SAOUHSC_02602	CP000253.1	2391278	2391637	+	360	102	59	61	24	31	5
gene-SAOUHSC_02603	CP000253.1	2391720	2392289	-	570	176	94	111	663	1006	92
gene-SAOUHSC_02604	CP000253.1	2392776	2393657	-	882	5641	4864	3578	19896	25192	13439
gene-SAOUHSC_02605	CP000253.1	2393768	2394889	-	1122	935	689	649	1674	2839	785
gene-SAOUHSC_02606	CP000253.1	2395166	2396404	-	1239	3043	2057	1964	843	1113	274
gene-SAOUHSC_02607	CP000253.1	2396404	2398065	-	1662	2527	1909	1778	514	765	291
gene-SAOUHSC_02608	CP000253.1	2398225	2399109	+	885	366	248	189	426	537	22
gene-SAOUHSC_02609	CP000253.1	2399531	2399950	+	420	48	33	32	38	37	2
gene-SAOUHSC_02610	CP000253.1	2400206	2401141	-	936	5797	5809	3642	13980	16261	9425
gene-SAOUHSC_02611	CP000253.1	2401431	2402690	+	1260	2804	1784	2127	4362	5078	495
gene-SAOUHSC_02612	CP000253.1	2402756	2403442	-	687	1214	912	681	2492	2702	491
gene-SAOUHSC_02613	CP000253.1	2403616	2404269	+	654	766	560	415	1687	1562	150
gene-SAOUHSC_A02483	CP000253.1	2404293	2404481	+	189	12	7	14	29	18	5
gene-SAOUHSC_02614	CP000253.1	2404505	2405524	-	1020	2442	2000	1683	3136	4676	600
gene-SAOUHSC_02615	CP000253.1	2405554	2405880	-	327	925	819	704	1634	3028	604
gene-SAOUHSC_02616	CP000253.1	2405929	2406114	-	186	6	4	6	13	6	0
gene-SAOUHSC_02618	CP000253.1	2406098	2407330	-	1233	1719	1109	1274	845	1103	71
